code,road_name,bus_description,bus_services,mrt_lrt_station,success,timestamp
40509,Tengah Gdn Ave,Opp Blk 131D,"872, 872",,True,2025-10-27T01:51:29.432374
65669,Northshore Dr,Northshore Pr Sch,"104, 104",,True,2025-10-27T01:51:30.103363
67771,Buangkok Dr,Blk 995B,"104, 104",,True,2025-10-27T01:51:30.215414
02051,Raffles Ave,The Float @ Marina Bay,"36, 36, 56, 56, 77, 77, 97, 97, 97e, 97e, 106, 106, 111, 111, 857, 857, 960, 960, 960e, 960e, 961M, 961M",,True,2025-10-27T01:51:30.259928
67779,Buangkok Dr,Opp Blk 995C,"104, 104",,True,2025-10-27T01:51:36.575525
67781,Buangkok Dr,Opp Blk 408A,"104, 104",,True,2025-10-27T01:51:37.879085
67789,Buangkok Dr,Blk 409A,"104, 104",,True,2025-10-27T01:51:37.986707
67791,Buangkok Dr,Opp Blk 415A,"104, 104",,True,2025-10-27T01:51:38.027891
67799,Buangkok Dr,Blk 415A,"104, 104",,True,2025-10-27T01:51:43.823070
74941,Bedok Resvr Rd,Opp Blk 961A,"5, 5, 18, 18, 21, 21, 28, 28, 46, 46, 59, 59, 65, 65, 67, 67, 69, 69, 168, 168",,True,2025-10-27T01:51:44.661769
74949,Bedok Resvr Rd,Blk 961A,"5, 5, 18, 18, 21, 21, 28, 28, 46, 46, 59, 59, 65, 65, 67, 67, 69, 69, 168, 168",,True,2025-10-27T01:51:45.485038
05649,Keppel Rd,Aft Cantonment Rd,"10, 10, 30, 30, 57, 57, 80, 80, 97, 97, 97e, 97e, 100, 100, 131, 131, 145, 145",,True,2025-10-27T01:51:45.558092
16199,Kent Ridge Cres,Aft Architecture Dr,"95, 95, 96, 96, 151, 151",,True,2025-10-27T01:51:50.001863
43061,Upp Bt Timah Rd,Hillview Stn Exit B,"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-10-27T01:51:51.358465
43081,Upp Bt Timah Rd,Opp St. Joseph's Ch (Bt Timah),"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-10-27T01:51:52.541139
43089,Upp Bt Timah Rd,St. Joseph's Ch (Bt Timah),"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-10-27T01:51:52.766610
43091,Upp Bt Timah Rd,Opp Cashew Stn,"67, 67, 170, 170, 176, 176, 178, 178, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-10-27T01:51:56.916933
43099,Upp Bt Timah Rd,Assumption Eng Sch,"67, 67, 75, 75, 170, 170, 176, 176, 178, 178, 184, 184, 961, 961, 961M, 961M, 963, 963, 970, 970",,True,2025-10-27T01:51:57.446321
57041,Sembawang Rd,Nee Soon Camp,"167, 167, 169, 169, 860, 860, 980, 980",,True,2025-10-27T01:51:59.593464
57049,Sembawang Rd,Opp Nee Soon Camp,"167, 167, 169, 169, 860, 860, 980, 980",,True,2025-10-27T01:51:59.789889
