Change Type,Bus Stop Code,Bus Stop Name,Street/Road,Latitude,Longitude,Date Processed,Source,Reason,Previous Name
NEW,2051,The Float @ Marina Bay,Raffles Ave,1.289503056,103.8590339,08/12/2025,LTA,New bus stop code,
NEW,40509,Opp Blk 131D,Tengah Garden Ave,1.35439,103.7322,08/12/2025,LTA,New bus stop code,
NEW,65669,Northshore Pr Sch,Northshore Dr,1.41874,103.905114,08/12/2025,LTA,New bus stop code,
NEW,67771,Blk 995B,Buangkok Dr,1.386549,103.8833,08/12/2025,LTA,New bus stop code,
NEW,67779,Opp Blk 995C,Buangkok Dr,1.386616,103.8835,08/12/2025,LTA,New bus stop code,
NEW,67781,Opp Blk 408A,Buangkok Dr,1.388311,103.87674,08/12/2025,LTA,New bus stop code,
NEW,67789,Blk 409,Buangkok Dr,1.388633,103.877235,08/12/2025,LTA,New bus stop code,
NEW,67791,Opp Blk 415A,Buangkok Dr,1.388434,103.8798,08/12/2025,LTA,New bus stop code,
NEW,67799,Blk 415A,Buangkok Dr,1.388615,103.8798,08/12/2025,LTA,New bus stop code,
NEW,74941,Opp Blk 961A,Bedok Reservoir Rd,1.3402645,103.9361875,08/12/2025,LTA,New bus stop code,
NEW,74949,Blk 961A,Bedok Reservoir Rd,1.340276,103.936345,08/12/2025,LTA,New bus stop code,
NAME CHANGED,5649,Aft Cantonment Rd,Keppel Rd,1.2723842122117,103.84093912218094,08/12/2025,LTA,Bus stop name changed,Opp Customs Port Br HQ
NAME CHANGED,16199,Aft Architecture Dr,Kent Ridge Cres,1.29639303583424,103.77072917887465,08/12/2025,LTA,Bus stop name changed,Bef Architecture Dr
NAME CHANGED,43061,Hillview Stn Exit B,Upp Bt Timah Rd,1.36301133873589,103.76739148459212,08/12/2025,LTA,Bus stop name changed,Hillview Stn
NAME CHANGED,43081,Opp St. Joseph's Ch (Bt Timah),Upp Bt Timah Rd,1.36704277799302,103.76572777796798,08/12/2025,LTA,Bus stop name changed,Opp Assumption Eng Sch
NAME CHANGED,43089,St. Joseph's Ch (Bt Timah),Upp Bt Timah Rd,1.36705664197789,103.76608527288596,08/12/2025,LTA,Bus stop name changed,Aft Assumption Eng Sch
NAME CHANGED,43091,Opp Cashew Stn,Upp Bt Timah Rd,1.36863253283887,103.76474109358476,08/12/2025,LTA,Bus stop name changed,Bef Cashew Stn
NAME CHANGED,43099,Assumption Eng Sch,Upp Bt Timah Rd,1.36872205121157,103.76498636840049,08/12/2025,LTA,Bus stop name changed,Assumption Pathway Sch
NAME CHANGED,57041,Nee Soon Camp,Sembawang Rd,1.41069268256433,103.82192312004506,08/12/2025,LTA,Bus stop name changed,Nee Soon HQ 22 SIB
NAME CHANGED,57049,Opp Nee Soon Camp,Sembawang Rd,1.41082027802703,103.82233527798766,08/12/2025,LTA,Bus stop name changed,Opp Nee Soon HQ 22 SIB
NAME CHANGED,62131,S'Goon Stn Exit B,Upp S'goon Rd,1.3489790064228,103.87277432797596,08/12/2025,LTA,Bus stop name changed,S'goon Stn Exit H
NAME CHANGED,65011,Blk 266/Opp The Rivervale,Punggol Rd,1.38159696830765,103.89720951783346,08/12/2025,LTA,Bus stop name changed,Opp The Rivervale
NAME CHANGED,65019,Opp Blk 266/The Rivervale,Punggol Rd,1.38151407829697,103.89749237919403,08/12/2025,LTA,Bus stop name changed,The Rivervale
NAME CHANGED,67569,Bet Blks 430D/433A,Sengkang West Way,1.39504999232889,103.87700000087196,08/12/2025,LTA,Bus stop name changed,Blk 432A
NAME CHANGED,75069,Blk 970A,Bedok Reservoir Rd,1.341667,103.937323,08/12/2025,LTA,Bus stop name changed,Blk 960A
NAME CHANGED,75201,Blk 833,Tampines St 83,1.35078500992301,103.93353377368994,08/12/2025,LTA,Bus stop name changed,Blk 835
NAME CHANGED,77321,Pasir Ris Int/Mall,Pasir Ris Dr 8,1.37313477197799,103.94802646457003,08/12/2025,LTA,Bus stop name changed,Aft Pasir Ris St 53
NAME CHANGED,77329,Opp Pasir Ris Mall,Pasir Ris Dr 8,1.37283117687855,103.94765867700548,08/12/2025,LTA,Bus stop name changed,Bef Pasir Ris St 53
REMOVED,78059,Blk 210,Pasir Ris Dr 1,1.36677606799955,103.96113744871693,08/12/2025,LTA,Removed bus stop code,
